precision@k,recall@k,ndcg@k,map@k,diversity,coverage,fairness_gap,model
0.09628844114528103,0.06142722578767646,0.10936290278957457,0.04892034890229609,0.0,0.04892512972572276,1.0,popularity
0.11983032873807,0.08800415847048668,0.14142019049758725,0.06652718480071028,0.0,0.07635285396590066,1.0,user_cf
0.1379639448568399,0.10393115946806349,0.16037082325039712,0.0784199517362422,0.00021208907741251322,0.15196441808747221,0.9997879109225875,item_cf
0.13001060445387064,0.0970693025310052,0.1518314972424802,0.0728079818687618,0.009685401201838105,0.34544106745737585,0.9896076352067869,matrix_factorization
0.1181336161187699,0.08519806353551786,0.13548127268342006,0.0629316550763112,0.010910804760221514,0.23498888065233506,0.9883351007423118,ncf
0.1261930010604454,0.09271557352690617,0.1463328354651236,0.0695223530478921,0.03157770708141863,0.35507783543365457,0.9660657476139979,hybrid
